0.1738910675048828,1,2874,5.750726672443484
0.4332759380340576,2,2793,4.615996007243749
0.6266689300537109,3,2721,4.787216752141955
0.8169288635253906,4,2721,4.896387162449277
1.00571608543396,5,2710,4.971582012474756
1.198016881942749,6,2823,5.008276669916516
1.3936009407043457,7,2978,5.022958721929465
1.5877070426940918,8,3005,5.038712926803703
1.7807419300079346,9,2922,5.054073163740182
1.9707908630371094,10,2810,5.074105115643467
2.164232015609741,11,2761,5.082634357435521
2.3585829734802246,12,2609,5.087800656125873
2.542301893234253,13,2425,5.113476111785341
2.7207930088043213,14,2060,5.145558649517566
2.88859486579895,15,1705,5.192836204758393
3.050468921661377,16,1295,5.245095233189892
3.2066009044647217,17,1219,5.3015640257351615
3.36250901222229,18,1201,5.35314550372127
3.521239995956421,19,1266,5.395826476416959
3.679287910461426,20,1230,5.435834456752738
3.8384969234466553,21,1352,5.470891450173085
3.994968891143799,22,1365,5.506926486654364
4.160836935043335,23,1605,5.527734049438411
4.33001708984375,24,1726,5.542703297013095
4.499582052230835,25,1989,5.556071588383486
4.6751298904418945,26,2168,5.561342809566832
4.858098983764648,27,2443,5.5577294925919976
5.045886993408203,28,2696,5.549073936173832
5.239492893218994,29,2851,5.534886789813591
5.44227409362793,30,3277,5.512401522577742
5.652500867843628,31,3589,5.484298140731854
5.8675010204315186,32,3794,5.4537698227185984
6.090228080749512,33,4115,5.4185162792686015
6.314496040344238,34,4244,5.3844360314376685
6.542489051818848,35,4463,5.349645940984771
6.771374940872192,36,4428,5.316497803526294
7.003180027008057,37,4605,5.283314131195821
7.234714031219482,38,4590,5.25245363341538
7.463701009750366,39,4355,5.2252896986430075
7.6868040561676025,40,4257,5.203723121822717
7.918588876724243,41,4536,5.177690196862557
8.159533023834229,42,4626,5.147353393547989
8.39340090751648,43,4750,5.12307233668447
8.622617959976196,44,4460,5.102858575462326
8.847234010696411,45,4258,5.086335451915758
9.070210933685303,46,4227,5.071546884225526
9.289875984191895,47,4075,5.0592709827319
9.511493921279907,48,4213,5.046525855692384
9.734132051467896,49,4219,5.033833498551199
9.95996904373169,50,4484,5.020095924039796
10.192744970321655,51,4657,5.003558918475577
10.363609075546265,52,1753,5.017557071184594
10.531832933425903,53,1617,5.032362394563698
10.697576999664307,54,1609,5.047872055671536
10.8613600730896,55,1549,5.063822544311876
11.021980047225952,56,1487,5.080756793249164
11.182414054870605,57,1365,5.097289343813299
11.342038869857788,58,1373,5.113719029313046
11.504792928695679,59,1454,5.128297429225347
11.659116983413696,60,1314,5.146187321506099
11.813956022262573,61,1283,5.163384719314155
11.969496965408325,62,1373,5.1798333864137405
12.129065990447998,63,1393,5.1941344906206615
12.29355502128601,64,1455,5.2059798723140265
12.459945917129517,65,1487,5.216716062197363
12.622272968292236,66,1452,5.228852217488499
12.787040948867798,67,1559,5.239679787365691
12.952626943588257,68,1617,5.249900294060504
13.123689889907837,69,1644,5.257667666550185
13.289855003356934,70,1598,5.267175599908234
13.45832896232605,71,1680,5.2755435090604905
13.623842000961304,72,1563,5.284852833357848
13.789390087127686,73,1601,5.293925223577878
13.955538034439087,74,1512,5.302554428025982
14.120487928390503,75,1482,5.31143118993826
14.279768943786621,76,1485,5.322214967145455
14.444818019866943,77,1494,5.3306313651093875
14.610905885696411,78,1572,5.338478025264634
14.775824069976807,79,1510,5.3465715093699
14.941170930862427,80,1665,5.354332693882265
15.106385946273804,81,1658,5.361970777661732
15.276928901672363,82,1737,5.367570964542715
15.446038007736206,83,1748,5.373546275001339
15.615323066711426,84,1681,5.379331547681538
15.787137985229492,85,1747,5.384129794743438
15.95222806930542,86,1600,5.391096442852233
16.116955041885376,87,1600,5.398041985840439
16.28520703315735,88,1603,5.403677080729056
16.451761960983276,89,1616,5.4097549071686615
16.61779499053955,90,1661,5.415880990903827
16.784810066223145,91,1723,5.42156864694725
16.948875904083252,92,1605,5.4280885954115545
17.113175868988037,93,1520,5.434409177581801
17.277852058410645,94,1498,5.440491079690775
17.436373949050903,95,1460,5.448380510626238
17.59591007232666,96,1390,5.455813288735805
17.754394054412842,97,1403,5.463436245850966
17.91361093521118,98,1402,5.470700483249313
18.07562494277954,99,1466,5.476989056444567
18.236496925354004,100,1458,5.483509273152734
18.395915985107422,101,1515,5.490349058006432
18.558964014053345,102,1589,5.495996431846242
18.724735975265503,103,1647,5.500745117904902
18.88900899887085,104,1670,5.505847342558677
19.0558340549469,105,1688,5.510123550469415
19.219910860061646,106,1590,5.5151140279357165
19.387557983398438,107,1606,5.519003481079158
19.548848867416382,108,1502,5.524621973011013
19.714919090270996,109,1541,5.52880787899301
19.87828803062439,110,1509,5.533675728540333
20.0466570854187,111,1702,5.537082792758393
20.214092016220093,112,1546,5.540689134596276
20.38184404373169,113,1567,5.544149967860855
20.544063091278076,114,1446,5.549048379256505
20.70548701286316,115,1419,5.554083317555242
20.862709045410156,116,1286,5.560159984377497
21.006000995635986,117,754,5.5698369253770315
21.15141987800598,118,521,5.578821690486165
21.28886103630066,119,345,5.58977766810011
21.41758108139038,120,108,5.602873617892701
21.543899059295654,121,91,5.61643923725086
21.68004608154297,122,418,5.627294312066207
21.83038306236267,123,862,5.634349138474892
21.98426103591919,124,1086,5.64039881974661
22.146615982055664,125,1410,5.644203164098816
22.309818029403687,126,1459,5.647737683648324
22.478287935256958,127,1653,5.649896485256861
22.650630950927734,128,1694,5.651056709074028
22.818273067474365,129,1519,5.653363846533997
22.98340892791748,130,1458,5.656254057338363
23.143635988235474,131,1365,5.660303336372504
23.30645489692688,132,1414,5.663667022023376
